GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,white,black,native,asian,hawaiian,other,multi,white_his,black_his,native_his,asian_his,hawaiian_his,other_his,multi_his
G3600470053400,2000,NY,1,2,New York,36,Kings,047,,,,,0,053400,053400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,165037,0,Census Tract 534,S,40623505,-73963493,,,,2776,426,1,913,0,24,106,169,14,7,0,5,157,14
G3600470053500,2000,NY,1,2,New York,36,Kings,047,,,,,0,053500,053500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,131536,0,Census Tract 535,S,40705378,-73961034,,,,3901,3,0,7,0,411,168,134,10,7,0,0,217,22
G3600470053600,2000,NY,1,2,New York,36,Kings,047,,,,,0,053600,053600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,152514,0,Census Tract 536,S,40619743,-73960106,,,,678,13,0,141,0,11,2,9,3,0,0,0,6,1
G3600470053700,2000,NY,1,2,New York,36,Kings,047,,,,,0,053700,053700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161380,0,Census Tract 537,S,40699850,-73960447,,,,1811,9,0,0,0,98,23,11,1,0,0,0,10,0
G3600470053800,2000,NY,1,2,New York,36,Kings,047,,,,,0,053800,053800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,163614,0,Census Tract 538,S,40618014,-73956394,,,,3956,39,5,397,0,6,81,114,0,12,0,1,81,9
G3600470053900,2000,NY,1,2,New York,36,Kings,047,,,,,0,053900,053900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,115637,0,Census Tract 539,S,40701984,-73963297,,,,2276,168,0,1,0,679,400,178,6,1,1,0,220,62
G3600470054000,2000,NY,1,2,New York,36,Kings,047,,,,,0,054000,054000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,147784,0,Census Tract 540,S,40617404,-73961375,,,,2152,32,7,394,0,10,42,53,0,1,0,0,42,4
G3600470054200,2000,NY,1,2,New York,36,Kings,047,,,,,0,054200,054200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,185147,0,Census Tract 542,S,40611182,-73961104,,,,3698,31,2,222,1,6,71,211,7,14,0,0,186,20
G3600470054300,2000,NY,1,2,New York,36,Kings,047,,,,,0,054300,054300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1038196,290125,Census Tract 543,S,40704148,-73970538,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3600470054400,2000,NY,1,2,New York,36,Kings,047,,,,,0,054400,054400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,186601,0,Census Tract 544,S,40611599,-73957303,,,,2988,31,5,536,0,2,54,57,0,0,1,2,20,9
G3600470054500,2000,NY,1,2,New York,36,Kings,047,,,,,0,054500,054500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,162685,0,Census Tract 545,S,40704077,-73966358,,,,4511,359,13,12,0,792,356,736,80,18,1,2,696,165
G3600470054600,2000,NY,1,2,New York,36,Kings,047,,,,,0,054600,054600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,179720,0,Census Tract 546,S,40612180,-73952382,,,,3972,65,1,226,3,4,58,133,8,1,5,0,78,17
G3600470054700,2000,NY,1,2,New York,36,Kings,047,,,,,0,054700,054700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,134077,0,Census Tract 547,S,40708387,-73966250,,,,2130,192,0,10,0,55,114,285,53,1,0,0,466,58
G3600470054800,2000,NY,1,2,New York,36,Kings,047,,,,,0,054800,054800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,175808,0,Census Tract 548,S,40610163,-73948987,,,,1936,11,0,66,0,4,14,34,2,6,0,0,3,1
G3600470054900,2000,NY,1,2,New York,36,Kings,047,,,,,0,054900,054900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,174717,0,Census Tract 549,S,40710481,-73964603,,,,509,53,2,61,0,9,52,219,16,7,2,0,495,63
G3600470055000,2000,NY,1,2,New York,36,Kings,047,,,,,0,055000,055000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,177769,0,Census Tract 550,S,40609654,-73952803,,,,2952,70,2,215,0,3,95,112,1,4,0,0,101,17
G3600470055100,2000,NY,1,2,New York,36,Kings,047,,,,,0,055100,055100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,190553,0,Census Tract 551,S,40712995,-73962719,,,,966,116,2,163,1,25,105,945,146,26,10,0,1628,180
G3600470055200,2000,NY,1,2,New York,36,Kings,047,,,,,0,055200,055200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164361,0,Census Tract 552,S,40608695,-73956727,,,,2634,45,5,541,0,10,80,88,6,11,4,2,54,9
G3600470055300,2000,NY,1,2,New York,36,Kings,047,,,,,0,055300,055300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,155781,0,Census Tract 553,S,40716641,-73959505,,,,1449,45,6,197,1,8,82,297,53,10,5,0,387,43
G3600470055400,2000,NY,1,2,New York,36,Kings,047,,,,,0,055400,055400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,165045,0,Census Tract 554,S,40607695,-73960615,,,,3075,38,17,515,0,16,167,201,19,9,0,0,194,33
G3600470055500,2000,NY,1,2,New York,36,Kings,047,,,,,0,055500,055500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,159092,0,Census Tract 555,S,40716917,-73961515,,,,668,12,0,59,0,6,26,34,0,0,0,0,56,7
G3600470055600,2000,NY,1,2,New York,36,Kings,047,,,,,0,055600,055600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,187565,0,Census Tract 556,S,40601902,-73959333,,,,3148,30,2,375,8,19,106,55,1,4,0,1,50,7
G3600470055700,2000,NY,1,2,New York,36,Kings,047,,,,,0,055700,055700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,168152,0,Census Tract 557,S,40721646,-73958638,,,,877,10,0,51,0,2,57,79,2,1,0,0,53,19
G3600470055800,2000,NY,1,2,New York,36,Kings,047,,,,,0,055800,055800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,168063,0,Census Tract 558,S,40604510,-73955724,,,,1855,29,1,419,1,2,59,109,1,0,1,0,45,11
G3600470055900,2000,NY,1,2,New York,36,Kings,047,,,,,0,055900,055900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,78034,0,Census Tract 559,S,40725941,-73956621,,,,109,1,0,8,0,0,3,16,0,0,0,0,16,7
G3600470056000,2000,NY,1,2,New York,36,Kings,047,,,,,0,056000,056000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,180505,0,Census Tract 560,S,40602771,-73951531,,,,3228,33,5,122,0,8,16,88,2,1,3,0,54,11
G3600470056200,2000,NY,1,2,New York,36,Kings,047,,,,,0,056200,056200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,167149,0,Census Tract 562,S,40603164,-73947682,,,,1514,1,0,137,0,0,0,20,0,0,0,0,0,1
G3600470056300,2000,NY,1,2,New York,36,Kings,047,,,,,0,056300,056300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,197883,0,Census Tract 563,S,40734307,-73956328,,,,1695,198,4,338,0,66,239,675,48,21,10,6,897,110
G3600470056400,2000,NY,1,2,New York,36,Kings,047,,,,,0,056400,056400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,180228,0,Census Tract 564,S,40606105,-73942496,,,,2069,65,1,173,0,6,44,62,4,1,0,0,17,0
G3600470056500,2000,NY,1,2,New York,36,Kings,047,,,,,0,056500,056500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169381,0,Census Tract 565,S,40730097,-73955635,,,,2272,41,3,166,0,22,160,371,4,15,0,0,424,52
G3600470056600,2000,NY,1,2,New York,36,Kings,047,,,,,0,056600,056600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,171150,0,Census Tract 566,S,40601481,-73941610,,,,2047,58,1,319,0,2,31,63,6,1,2,0,41,6
G3600470056700,2000,NY,1,2,New York,36,Kings,047,,,,,0,056700,056700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,172481,0,Census Tract 567,S,40726658,-73954775,,,,2767,35,2,183,3,10,118,211,9,3,13,0,188,26
G3600470056800,2000,NY,1,2,New York,36,Kings,047,,,,,0,056800,056800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,116359,0,Census Tract 568,S,40601977,-73936858,,,,1034,6,0,190,0,4,15,55,0,1,2,0,30,6
G3600470056900,2000,NY,1,2,New York,36,Kings,047,,,,,0,056900,056900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,128048,0,Census Tract 569,S,40723984,-73952200,,,,1313,5,8,63,0,7,49,106,4,6,2,0,86,15
G3600470057000,2000,NY,1,2,New York,36,Kings,047,,,,,0,057000,057000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,250392,0,Census Tract 570,S,40599705,-73937382,,,,2483,65,2,515,0,6,39,82,2,2,0,0,83,13
G3600470057100,2000,NY,1,2,New York,36,Kings,047,,,,,0,057100,057100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173532,0,Census Tract 571,S,40725333,-73947903,,,,4647,7,2,87,0,4,120,85,2,6,0,0,108,15
G3600470057200,2000,NY,1,2,New York,36,Kings,047,,,,,0,057200,057200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,245027,0,Census Tract 572,S,40595002,-73939361,,,,1337,2545,9,223,6,13,144,536,256,21,0,6,422,115
G3600470057300,2000,NY,1,2,New York,36,Kings,047,,,,,0,057300,057300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169463,0,Census Tract 573,S,40728624,-73948806,,,,2436,11,0,87,1,0,43,107,5,0,0,0,77,20
G3600470057400,2000,NY,1,2,New York,36,Kings,047,,,,,0,057400,057400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,157855,0,Census Tract 574,S,40601136,-73944509,,,,1579,9,0,826,0,11,55,78,7,0,0,0,38,23
G3600470057500,2000,NY,1,2,New York,36,Kings,047,,,,,0,057500,057500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,184341,0,Census Tract 575,S,40731823,-73952898,,,,3231,46,8,257,1,17,121,523,11,30,1,0,656,104
G3600470057600,2000,NY,1,2,New York,36,Kings,047,,,,,0,057600,057600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156746,0,Census Tract 576,S,40598942,-73946912,,,,1743,21,2,860,0,7,104,61,0,0,1,0,27,10
G3600470057700,2000,NY,1,2,New York,36,Kings,047,,,,,0,057700,057700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,743459,99325,Census Tract 577,S,40722814,-73960535,,,,133,22,0,17,0,4,3,8,0,0,0,0,3,0
G3600470057800,2000,NY,1,2,New York,36,Kings,047,,,,,0,057800,057800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,170975,0,Census Tract 578,S,40598169,-73951738,,,,1840,18,10,735,0,5,93,142,9,0,4,0,129,3
G3600470057900,2000,NY,1,2,New York,36,Kings,047,,,,,0,057900,057900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,678131,106383,Census Tract 579,S,40734110,-73950715,,,,482,35,4,83,1,20,29,274,8,12,0,0,363,51
G3600470058000,2000,NY,1,2,New York,36,Kings,047,,,,,0,058000,058000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,153421,0,Census Tract 580,S,40599934,-73955859,,,,1713,30,3,956,2,12,123,149,4,13,1,0,107,36
G3600470058200,2000,NY,1,2,New York,36,Kings,047,,,,,0,058200,058200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,158272,0,Census Tract 582,S,40597357,-73959434,,,,1870,26,5,760,0,4,130,67,3,0,5,0,106,23
G3600470058400,2000,NY,1,2,New York,36,Kings,047,,,,,0,058400,058400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,197301,0,Census Tract 584,S,40594048,-73959070,,,,2778,29,1,559,0,0,28,98,1,0,6,1,26,1
G3600470058600,2000,NY,1,2,New York,36,Kings,047,,,,,0,058600,058600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,165425,0,Census Tract 586,S,40594817,-73954109,,,,773,120,1,1216,0,8,61,67,14,0,9,0,53,5
G3600470058800,2000,NY,1,2,New York,36,Kings,047,,,,,0,058800,058800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,158613,0,Census Tract 588,S,40589878,-73958067,,,,2549,37,0,665,0,3,40,104,8,0,0,0,52,15
G3600470058900,2000,NY,1,2,New York,36,Kings,047,,,,,0,058900,058900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,441038,21585,Census Tract 589,S,40729034,-73942289,,,,1624,6,0,19,0,5,13,65,0,0,0,0,40,2
G3600470059000,2000,NY,1,2,New York,36,Kings,047,,,,,0,059000,059000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156707,0,Census Tract 590,S,40588895,-73954020,,,,835,180,0,709,1,0,54,56,6,2,0,0,31,4
G3600470059100,2000,NY,1,2,New York,36,Kings,047,,,,,0,059100,059100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,189419,0,Census Tract 591,S,40722355,-73942154,,,,3557,13,7,52,0,12,137,273,6,10,7,1,165,37
G3600470059200,2000,NY,1,2,New York,36,Kings,047,,,,,0,059200,059200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,223542,0,Census Tract 592,S,40593492,-73951950,,,,2577,47,3,1040,1,10,141,73,13,4,9,0,54,15
G3600470059300,2000,NY,1,2,New York,36,Kings,047,,,,,0,059300,059300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,185488,0,Census Tract 593,S,40724914,-73937785,,,,1616,19,3,49,0,2,121,337,15,3,0,4,272,47
G3600470059401,2000,NY,1,2,New York,36,Kings,047,,,,,0,059401,059401,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,423777,0,Census Tract 594.01,S,40594000,-73947867,,,,5287,27,5,2015,0,17,247,181,1,5,9,0,70,11
G3600470059402,2000,NY,1,2,New York,36,Kings,047,,,,,0,059402,059402,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,319494,0,Census Tract 594.02,S,40594575,-73943239,,,,3828,17,4,544,2,24,91,69,3,0,0,0,27,5
G3600470059600,2000,NY,1,2,New York,36,Kings,047,,,,,0,059600,059600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,172165,0,Census Tract 596,S,40590634,-73939503,,,,2002,33,0,118,0,1,28,38,5,0,0,0,15,9
G3600470059800,2000,NY,1,2,New York,36,Kings,047,,,,,0,059800,059800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,203763,0,Census Tract 598,S,40587006,-73936012,,,,2601,236,4,175,2,5,74,118,24,2,0,0,46,23
G3600470060000,2000,NY,1,2,New York,36,Kings,047,,,,,0,060000,060000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,449752,0,Census Tract 600,S,40587219,-73946664,,,,4874,84,4,582,0,23,133,261,9,25,7,0,96,18
G3600470060600,2000,NY,1,2,New York,36,Kings,047,,,,,0,060600,060600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,177890,0,Census Tract 606,S,40586443,-73955437,,,,1834,41,1,313,0,1,28,120,12,0,1,0,103,18
G3600470060800,2000,NY,1,2,New York,36,Kings,047,,,,,0,060800,060800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,372208,130020,Census Tract 608,S,40583803,-73950192,,,,2628,296,5,292,0,13,121,101,33,3,2,0,217,14
G3600470061001,2000,NY,1,2,New York,36,Kings,047,,,,,0,061001,061001,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,305032,0,Census Tract 610.01,S,40580947,-73956057,,,,6195,91,4,962,2,44,218,387,13,0,1,0,613,26
G3600470061002,2000,NY,1,2,New York,36,Kings,047,,,,,0,061002,061002,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207196,823268,Census Tract 610.02,S,40576111,-73954879,,,,2618,8,0,19,1,3,29,39,2,0,0,3,16,9
G3600470061200,2000,NY,1,2,New York,36,Kings,047,,,,,0,061200,061200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,186528,39402,Census Tract 612,S,40580794,-73948182,,,,1121,3,0,18,0,2,9,19,0,0,0,0,5,0
G3600470061400,2000,NY,1,2,New York,36,Kings,047,,,,,0,061400,061400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,146625,0,Census Tract 614,S,40578390,-73949596,,,,867,1,0,8,0,0,9,14,0,0,0,0,2,0
G3600470061600,2000,NY,1,2,New York,36,Kings,047,,,,,0,061600,061600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,825029,1838749,Census Tract 616,S,40579683,-73939272,,,,1471,3,0,17,0,0,3,20,0,0,1,0,1,5
G3600470061800,2000,NY,1,2,New York,36,Kings,047,,,,,0,061800,061800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,174258,28831,Census Tract 618,S,40579441,-73943138,,,,823,2,0,11,0,4,3,11,0,0,0,0,4,0
G3600470062200,2000,NY,1,2,New York,36,Kings,047,,,,,0,062200,062200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,236575,91924,Census Tract 622,S,40584954,-73935484,,,,2701,84,2,99,4,7,18,94,10,0,0,1,32,12
G3600470062600,2000,NY,1,2,New York,36,Kings,047,,,,,0,062600,062600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,317216,0,Census Tract 626,S,40593366,-73934260,,,,1872,184,8,271,1,5,86,197,12,0,2,0,68,14
G3600470062800,2000,NY,1,2,New York,36,Kings,047,,,,,0,062800,062800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,825549,189716,Census Tract 628,S,40589809,-73925724,,,,5153,18,0,56,3,5,33,202,3,0,1,1,19,15
G3600470063200,2000,NY,1,2,New York,36,Kings,047,,,,,0,063200,063200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,123089,0,Census Tract 632,S,40600092,-73931269,,,,1206,7,0,80,0,3,20,47,0,0,0,0,4,1
G3600470063600,2000,NY,1,2,New York,36,Kings,047,,,,,0,063600,063600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,111710,0,Census Tract 636,S,40610407,-73936646,,,,1097,2,0,34,0,0,47,82,1,0,0,0,12,8
G3600470063800,2000,NY,1,2,New York,36,Kings,047,,,,,0,063800,063800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,141977,0,Census Tract 638,S,40605967,-73939269,,,,1294,2,3,92,0,1,31,38,0,0,4,0,31,11
G3600470064000,2000,NY,1,2,New York,36,Kings,047,,,,,0,064000,064000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,157042,0,Census Tract 640,S,40610615,-73940651,,,,1308,4,1,51,0,0,23,74,0,4,0,0,19,4
G3600470064200,2000,NY,1,2,New York,36,Kings,047,,,,,0,064200,064200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,228605,0,Census Tract 642,S,40612922,-73946761,,,,2237,11,0,185,0,0,71,117,3,0,0,0,62,7
G3600470064400,2000,NY,1,2,New York,36,Kings,047,,,,,0,064400,064400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,201604,0,Census Tract 644,S,40612194,-73942425,,,,1922,41,1,122,0,6,33,106,1,0,1,0,51,15
G3600470064600,2000,NY,1,2,New York,36,Kings,047,,,,,0,064600,064600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,162274,0,Census Tract 646,S,40616700,-73939886,,,,1562,127,1,124,0,0,40,132,8,0,1,0,42,27
G3600470064800,2000,NY,1,2,New York,36,Kings,047,,,,,0,064800,064800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,146392,0,Census Tract 648,S,40618485,-73937091,,,,1239,285,2,173,0,4,49,136,28,0,0,0,49,9
G3600470065000,2000,NY,1,2,New York,36,Kings,047,,,,,0,065000,065000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,177720,0,Census Tract 650,S,40619673,-73933336,,,,665,440,2,98,0,12,11,93,4,4,0,0,75,21
G3600470065200,2000,NY,1,2,New York,36,Kings,047,,,,,0,065200,065200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,189604,0,Census Tract 652,S,40614473,-73930223,,,,988,8,0,59,0,7,14,82,0,0,0,0,9,6
G3600470065400,2000,NY,1,2,New York,36,Kings,047,,,,,0,065400,065400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,130106,0,Census Tract 654,S,40613176,-73932315,,,,1469,9,0,69,0,4,3,43,0,4,0,0,4,6
G3600470065600,2000,NY,1,2,New York,36,Kings,047,,,,,0,065600,065600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,155659,0,Census Tract 656,S,40613898,-73935444,,,,1670,5,3,47,0,2,26,39,1,1,2,0,25,5
G3600470065800,2000,NY,1,2,New York,36,Kings,047,,,,,0,065800,065800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,155044,0,Census Tract 658,S,40608113,-73931565,,,,1590,6,0,97,0,0,32,104,6,0,0,0,11,3
G3600470066000,2000,NY,1,2,New York,36,Kings,047,,,,,0,066000,066000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,138158,0,Census Tract 660,S,40607970,-73927521,,,,1508,1,0,73,2,0,4,64,0,0,0,0,0,10
G3600470066200,2000,NY,1,2,New York,36,Kings,047,,,,,0,066200,066200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,226578,0,Census Tract 662,S,40609748,-73924775,,,,1093,11,0,58,0,2,17,147,1,1,3,0,30,3
G3600470066600,2000,NY,1,2,New York,36,Kings,047,,,,,0,066600,066600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,4252987,5480528,Census Tract 666,S,40584591,-73919857,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0
G3600470067000,2000,NY,1,2,New York,36,Kings,047,,,,,0,067000,067000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,201040,0,Census Tract 670,S,40612648,-73923006,,,,1477,514,6,134,2,11,32,116,13,0,8,0,34,17
G3600470067200,2000,NY,1,2,New York,36,Kings,047,,,,,0,067200,067200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,181777,0,Census Tract 672,S,40617522,-73927143,,,,358,681,8,35,0,5,50,72,26,3,0,1,65,15
G3600470067400,2000,NY,1,2,New York,36,Kings,047,,,,,0,067400,067400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,191100,0,Census Tract 674,S,40619806,-73930318,,,,766,923,7,49,0,5,18,120,34,1,5,0,67,14
G3600470067600,2000,NY,1,2,New York,36,Kings,047,,,,,0,067600,067600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,146723,0,Census Tract 676,S,40624464,-73927805,,,,405,1019,7,60,0,17,69,60,58,0,0,0,36,7
G3600470067800,2000,NY,1,2,New York,36,Kings,047,,,,,0,067800,067800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,166793,0,Census Tract 678,S,40624743,-73923219,,,,802,1566,3,53,0,1,43,66,29,0,0,0,60,14
G3600470068000,2000,NY,1,2,New York,36,Kings,047,,,,,0,068000,068000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161962,0,Census Tract 680,S,40622362,-73925056,,,,721,759,4,46,0,12,81,90,26,4,0,0,30,7
G3600470068200,2000,NY,1,2,New York,36,Kings,047,,,,,0,068200,068200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,192786,0,Census Tract 682,S,40615549,-73924252,,,,1257,614,4,68,0,9,49,81,31,1,5,0,86,33
G3600470068600,2000,NY,1,2,New York,36,Kings,047,,,,,0,068600,068600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,149091,0,Census Tract 686,S,40614892,-73916798,,,,1261,66,0,102,0,2,11,83,6,0,1,0,13,1
G3600470068800,2000,NY,1,2,New York,36,Kings,047,,,,,0,068800,068800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,153087,0,Census Tract 688,S,40616098,-73918495,,,,1056,271,1,59,0,0,19,76,10,0,0,0,36,31
G3600470069000,2000,NY,1,2,New York,36,Kings,047,,,,,0,069000,069000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173728,0,Census Tract 690,S,40620361,-73920793,,,,905,588,0,56,4,8,40,102,16,0,0,0,46,8
G3600470069200,2000,NY,1,2,New York,36,Kings,047,,,,,0,069200,069200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,175714,0,Census Tract 692,S,40622702,-73920073,,,,926,1112,1,63,0,8,63,79,39,0,0,0,47,15
G3600470069600,2000,NY,1,2,New York,36,Kings,047,,,,,0,069600,069600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1172838,240850,Census Tract 696,S,40622904,-73912686,,,,6842,296,0,191,0,22,94,352,10,3,2,0,76,39
G3600470069800,2000,NY,1,2,New York,36,Kings,047,,,,,0,069800,069800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173426,0,Census Tract 698,S,40616780,-73913637,,,,1113,23,0,29,0,5,19,29,0,0,3,0,5,5
G3600470070000,2000,NY,1,2,New York,36,Kings,047,,,,,0,070000,070000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207147,0,Census Tract 700,S,40619727,-73907516,,,,1615,25,0,42,0,2,7,34,0,0,0,0,10,1
G3600470070201,2000,NY,1,2,New York,36,Kings,047,,,,,0,070201,070201,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1028611,150565,Census Tract 702.01,S,40609258,-73908949,,,,6143,25,1,154,4,15,39,104,2,0,2,0,5,8
G3600470070202,2000,NY,1,2,New York,36,Kings,047,,,,,0,070202,070202,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,5647802,1830004,Census Tract 702.02,S,40596600,-73906280,,,,170,2,0,0,0,0,0,3,0,0,0,0,3,0
G3600470070203,2000,NY,1,2,New York,36,Kings,047,,,,,0,070203,070203,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,6312630,16124150,Census Tract 702.03,S,40623491,-73854316,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3600470070600,2000,NY,1,2,New York,36,Kings,047,,,,,0,070600,070600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1547391,1102092,Census Tract 706,S,40616159,-73902009,,,,2741,3,0,60,0,1,6,60,0,0,0,0,1,4
G3600470072000,2000,NY,1,2,New York,36,Kings,047,,,,,0,072000,072000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,159875,0,Census Tract 720,S,40629049,-73921665,,,,481,964,0,17,0,15,32,52,35,0,1,1,28,17
G3600470072200,2000,NY,1,2,New York,36,Kings,047,,,,,0,072200,072200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,242631,0,Census Tract 722,S,40631572,-73923978,,,,191,2454,1,43,1,11,63,14,39,1,0,0,32,3
