GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,white,black,native,asian,hawaiian,other,multi,white_his,black_his,native_his,asian_his,hawaiian_his,other_his,multi_his
G3600550007700,2000,NY,1,2,New York,36,Monroe,055,,,,,0,007700,007700,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1420403,0,Census Tract 77,S,43149313,-77551833,,,,2401,345,9,51,0,5,48,45,14,0,0,0,30,4
G3600550007801,2000,NY,1,2,New York,36,Monroe,055,,,,,0,007801,007801,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1007336,0,Census Tract 78.01,S,43146813,-77565773,,,,2171,93,8,28,0,4,15,31,1,1,0,0,9,4
G3600550007802,2000,NY,1,2,New York,36,Monroe,055,,,,,0,007802,007802,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2075188,16510,Census Tract 78.02,S,43140396,-77556159,,,,1482,87,4,24,0,0,11,32,1,0,0,0,6,8
G3600550007900,2000,NY,1,2,New York,36,Monroe,055,,,,,0,007900,007900,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,512569,0,Census Tract 79,S,43183913,-77597673,,,,400,1016,9,33,0,3,73,113,41,5,0,0,298,44
G3600550008000,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008000,008000,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,463431,0,Census Tract 80,S,43177613,-77593390,,,,314,1534,22,14,0,6,73,215,36,3,0,1,356,37
G3600550008100,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008100,008100,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1552031,0,Census Tract 81,S,43188613,-77592597,,,,1678,1440,17,85,4,18,105,345,84,6,0,0,555,67
G3600550008200,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008200,008200,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,711481,0,Census Tract 82,S,43184813,-77578836,,,,1248,940,4,33,0,3,109,214,47,1,0,0,409,38
G3600550008301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008301,008301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1652625,0,Census Tract 83.01,S,43182963,-77566910,,,,2155,1099,15,31,7,7,81,185,22,4,2,0,331,43
G3600550008302,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008302,008302,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3268571,576535,Census Tract 83.02,S,43236978,-77564801,,,,42,0,0,0,0,0,0,1,0,0,0,0,1,0
G3600550008400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008400,008400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,610421,0,Census Tract 84,S,43177130,-77581827,,,,695,1222,10,59,2,9,100,185,74,0,4,0,473,56
G3600550008500,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008500,008500,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2280942,496698,Census Tract 85,S,43254112,-77613563,,,,3454,180,16,20,1,4,72,82,7,1,0,0,77,16
G3600550008600,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008600,008600,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4574730,183885,Census Tract 86,S,43228695,-77626182,,,,4332,266,17,38,1,6,53,94,4,0,1,0,71,16
G3600550008701,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008701,008701,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3651224,31116,Census Tract 87.01,S,43163813,-77661100,,,,2133,657,12,244,0,4,113,191,29,1,3,4,136,29
G3600550008702,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008702,008702,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2509524,35301,Census Tract 87.02,S,43151174,-77658445,,,,726,648,6,30,0,3,24,66,13,0,0,0,20,12
G3600550008800,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008800,008800,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2121515,4956,Census Tract 88,S,43175312,-77659172,,,,1290,646,8,119,0,8,55,110,8,3,1,0,122,38
G3600550008900,2000,NY,1,2,New York,36,Monroe,055,,,,,0,008900,008900,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7085112,215564,Census Tract 89,S,43115922,-77665879,,,,256,5,9,0,0,0,6,1,0,0,0,0,19,0
G3600550009200,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009200,009200,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,964803,76404,Census Tract 92,S,43167465,-77616030,,,,66,530,4,24,0,4,26,218,69,8,0,0,359,46
G3600550009301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009301,009301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1033898,0,Census Tract 93.01,S,43164063,-77600647,,,,228,1915,9,9,1,3,67,230,49,1,1,0,340,39
G3600550009302,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009302,009302,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,485831,0,Census Tract 93.02,S,43152663,-77598961,,,,868,431,11,39,0,4,38,40,19,3,0,3,35,12
G3600550009400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009400,009400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1749625,84983,Census Tract 94,S,43156063,-77606898,,,,1863,1474,16,158,1,12,111,132,29,1,0,0,144,33
G3600550009500,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009500,009500,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,896179,48086,Census Tract 95,S,43149789,-77617502,,,,1040,1435,10,19,3,8,47,28,17,6,0,0,38,4
G3600550009601,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009601,009601,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,596803,0,Census Tract 96.01,S,43152963,-77628308,,,,111,1432,8,13,0,2,53,11,5,0,0,0,26,2
G3600550009602,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009602,009602,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,747741,0,Census Tract 96.02,S,43154330,-77638377,,,,569,990,14,29,0,6,57,86,21,3,0,0,72,30
G3600550009603,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009603,009603,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,833266,0,Census Tract 96.03,S,43160463,-77642774,,,,1045,780,13,95,2,7,100,217,21,0,1,5,251,42
G3600550009604,2000,NY,1,2,New York,36,Monroe,055,,,,,0,009604,009604,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,360219,0,Census Tract 96.04,S,43158413,-77633824,,,,332,647,5,24,0,3,41,158,58,1,0,0,213,37
G3600550010100,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010100,010100,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2589505,640413,Census Tract 101,S,43248762,-77595723,,,,3685,55,7,30,2,1,34,44,1,1,6,1,13,6
G3600550010200,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010200,010200,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4532243,0,Census Tract 102,S,43236149,-77597963,,,,3748,27,2,29,0,0,14,32,0,0,0,0,14,4
G3600550010300,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010300,010300,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2239369,0,Census Tract 103,S,43214431,-77606303,,,,3759,42,2,34,0,2,19,34,0,0,0,0,9,1
G3600550010400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010400,010400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2357043,0,Census Tract 104,S,43202613,-77611195,,,,4502,230,3,88,0,4,86,124,5,0,0,0,59,17
G3600550010500,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010500,010500,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,6252703,0,Census Tract 105,S,43215210,-77586395,,,,4270,56,5,34,0,2,33,33,4,0,0,0,11,0
G3600550010601,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010601,010601,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2300890,0,Census Tract 106.01,S,43204563,-77568417,,,,2448,84,1,24,0,1,17,48,0,0,0,0,12,3
G3600550010602,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010602,010602,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3087087,0,Census Tract 106.02,S,43202663,-77588272,,,,3379,126,8,28,0,3,48,54,9,4,0,3,39,8
G3600550010700,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010700,010700,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2149775,675271,Census Tract 107,S,43226364,-77548038,,,,3426,47,14,14,2,0,38,55,1,1,2,0,23,2
G3600550010800,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010800,010800,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2861294,1064840,Census Tract 108,S,43213163,-77551055,,,,3049,60,3,26,0,0,12,25,0,0,0,0,18,0
G3600550010901,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010901,010901,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1632517,0,Census Tract 109.01,S,43192263,-77572565,,,,3985,519,11,97,0,7,116,217,39,1,0,0,182,38
G3600550010902,2000,NY,1,2,New York,36,Monroe,055,,,,,0,010902,010902,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2795442,0,Census Tract 109.02,S,43195523,-77554416,,,,2859,116,3,40,0,2,31,58,10,1,0,0,27,8
G3600550011000,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011000,011000,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4603539,1826737,Census Tract 110,S,43186363,-77544954,,,,4659,266,7,49,2,6,54,74,16,0,2,0,71,14
G3600550011100,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011100,011100,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2433556,21453,Census Tract 111,S,43172013,-77546701,,,,4121,142,4,11,0,0,34,65,7,1,0,0,27,19
G3600550011201,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011201,011201,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5304544,2103779,Census Tract 112.01,S,43220163,-77516813,,,,3488,10,1,43,0,3,11,20,1,0,0,0,2,6
G3600550011203,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011203,011203,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3408080,291167,Census Tract 112.03,S,43238413,-77502709,,,,2059,8,2,27,0,0,15,14,1,0,0,0,6,0
G3600550011205,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011205,011205,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,8706196,0,Census Tract 112.05,S,43221505,-77477695,,,,4586,67,4,83,0,2,31,49,2,0,0,0,23,1
G3600550011206,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011206,011206,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11040812,0,Census Tract 112.06,S,43205714,-77469232,,,,8032,137,7,178,1,2,60,112,15,0,0,0,47,16
G3600550011301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011301,011301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,25852592,699820,Census Tract 113.01,S,43251423,-77415876,,,,6097,87,5,107,0,3,39,49,2,0,1,0,14,10
G3600550011302,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011302,011302,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,14774376,669906,Census Tract 113.02,S,43240761,-77459314,,,,5133,32,2,79,0,4,25,33,2,0,3,0,16,10
G3600550011400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011400,011400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,19075746,0,Census Tract 114,S,43212292,-77421087,,,,6269,234,14,218,0,10,115,72,9,2,1,0,40,17
G3600550011501,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011501,011501,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,19367206,911121,Census Tract 115.01,S,43189448,-77468354,,,,4150,130,11,98,1,1,34,55,1,0,0,0,10,1
G3600550011503,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011503,011503,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,10069074,0,Census Tract 115.03,S,43169222,-77499548,,,,5720,108,3,150,0,0,36,63,1,0,0,0,6,3
G3600550011504,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011504,011504,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,18079995,0,Census Tract 115.04,S,43171325,-77463851,,,,5254,63,2,138,0,2,30,48,4,0,0,0,10,2
G3600550011505,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011505,011505,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,32818091,0,Census Tract 115.05,S,43143764,-77415799,,,,5388,153,12,298,3,9,72,65,5,0,0,0,8,10
G3600550011601,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011601,011601,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4769783,0,Census Tract 116.01,S,43128996,-77461666,,,,5564,144,4,181,2,5,47,52,0,0,4,0,19,5
G3600550011603,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011603,011603,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2085142,0,Census Tract 116.03,S,43126206,-77505508,,,,1539,30,3,30,1,4,23,17,0,1,0,0,9,4
G3600550011604,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011604,011604,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5699696,166301,Census Tract 116.04,S,43138713,-77508072,,,,2281,41,1,91,0,0,20,27,1,1,0,0,12,3
G3600550011605,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011605,011605,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4237226,0,Census Tract 116.05,S,43139247,-77477674,,,,2135,51,1,67,0,1,18,28,0,1,0,0,8,11
G3600550011703,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011703,011703,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,19263704,120714,Census Tract 117.03,S,43099414,-77411525,,,,7142,167,5,283,0,10,68,88,0,1,1,0,46,7
G3600550011705,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011705,011705,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7746046,232189,Census Tract 117.05,S,43067436,-77465007,,,,5044,75,3,124,1,4,37,36,2,3,0,0,18,3
G3600550011706,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011706,011706,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5150754,0,Census Tract 117.06,S,43059444,-77449322,,,,4474,62,2,178,0,4,46,38,4,1,0,0,17,3
G3600550011707,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011707,011707,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11186595,149602,Census Tract 117.07,S,43079918,-77410952,,,,6351,139,10,177,0,13,45,61,2,0,0,0,22,10
G3600550011708,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011708,011708,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,25359752,0,Census Tract 117.08,S,43041642,-77437020,,,,3061,54,4,104,0,2,20,40,0,0,0,0,7,1
G3600550011800,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011800,011800,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4130839,125748,Census Tract 118,S,43099433,-77443015,,,,5359,47,7,51,0,0,47,64,0,0,0,0,11,2
G3600550011901,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011901,011901,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7658949,0,Census Tract 119.01,S,43110523,-77467908,,,,5294,168,10,313,1,8,73,66,7,2,2,0,41,17
G3600550011902,2000,NY,1,2,New York,36,Monroe,055,,,,,0,011902,011902,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7891000,184626,Census Tract 119.02,S,43087209,-77467753,,,,6132,68,2,76,1,3,61,28,0,0,0,0,3,6
G3600550012000,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012000,012000,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1211232,0,Census Tract 120,S,43112513,-77480690,,,,2686,43,4,19,1,0,41,74,0,0,0,0,9,9
G3600550012100,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012100,012100,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2223752,0,Census Tract 121,S,43111913,-77491123,,,,3570,46,13,30,0,0,31,41,3,0,0,0,15,7
G3600550012201,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012201,012201,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,9587489,0,Census Tract 122.01,S,43115480,-77516263,,,,4967,87,8,79,1,6,22,37,8,0,0,0,26,9
G3600550012202,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012202,012202,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,6068612,143911,Census Tract 122.02,S,43092199,-77500618,,,,3789,49,2,76,2,1,18,28,0,0,4,0,10,6
G3600550012301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012301,012301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,8736900,309256,Census Tract 123.01,S,43089855,-77522977,,,,4971,55,5,333,2,0,43,46,1,2,1,0,15,10
G3600550012303,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012303,012303,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,28599820,0,Census Tract 123.03,S,43056314,-77530469,,,,7223,174,2,546,0,17,60,89,1,0,0,0,4,7
G3600550012304,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012304,012304,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7141770,39391,Census Tract 123.04,S,43064414,-77511493,,,,4032,61,2,206,0,3,32,34,0,2,0,0,10,3
G3600550012400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012400,012400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,103092113,374278,Census Tract 124,S,42982014,-77560803,,,,8095,58,6,90,0,2,39,63,2,0,0,0,9,6
G3600550012500,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012500,012500,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5258528,0,Census Tract 125,S,43146113,-77530649,,,,4094,80,1,67,0,0,39,54,1,0,0,0,11,4
G3600550012600,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012600,012600,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5377577,0,Census Tract 126,S,43129748,-77538211,,,,4670,67,3,124,0,2,36,58,1,0,0,0,13,5
G3600550012700,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012700,012700,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2121817,0,Census Tract 127,S,43129613,-77560992,,,,3515,69,6,97,0,2,41,49,0,1,0,0,12,11
G3600550012800,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012800,012800,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2379069,0,Census Tract 128,S,43129663,-77579777,,,,3507,164,2,456,2,4,72,86,1,0,2,0,33,21
G3600550012900,2000,NY,1,2,New York,36,Monroe,055,,,,,0,012900,012900,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4398303,0,Census Tract 129,S,43118813,-77575671,,,,4345,137,3,471,1,3,65,76,3,0,0,0,20,13
G3600550013001,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013001,013001,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,15910499,390990,Census Tract 130.01,S,43102796,-77622208,,,,4450,568,6,1142,2,15,98,145,6,0,4,0,73,10
G3600550013002,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013002,013002,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4585567,54533,Census Tract 130.02,S,43108552,-77566108,,,,5508,218,12,526,5,10,52,82,0,1,3,0,25,7
G3600550013101,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013101,013101,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11535691,100843,Census Tract 131.01,S,43080013,-77588660,,,,5556,381,12,306,2,7,95,72,5,0,1,0,29,18
G3600550013103,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013103,013103,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5920916,153258,Census Tract 131.03,S,43083377,-77687279,,,,4515,331,19,662,4,15,145,103,19,2,4,0,92,28
G3600550013104,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013104,013104,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11122613,0,Census Tract 131.04,S,43080313,-77634151,,,,4367,509,18,318,3,3,131,150,19,1,1,0,65,12
G3600550013202,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013202,013202,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,27275678,228867,Census Tract 132.02,S,43048646,-77679148,,,,7013,659,13,458,1,8,126,151,14,1,2,0,73,17
G3600550013203,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013203,013203,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7603602,0,Census Tract 132.03,S,43060452,-77596033,,,,5094,433,19,176,1,7,103,102,3,1,0,0,28,11
G3600550013204,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013204,013204,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,28249406,0,Census Tract 132.04,S,43041631,-77628934,,,,5693,329,17,207,0,5,86,74,6,2,8,0,47,20
G3600550013300,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013300,013300,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,79015005,437120,Census Tract 133,S,42983195,-77670376,,,,3288,170,13,29,0,5,27,49,8,0,1,0,11,2
G3600550013401,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013401,013401,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4520028,426344,Census Tract 134.01,S,43264890,-77635718,,,,3775,207,9,60,0,4,62,70,6,2,0,0,31,9
G3600550013402,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013402,013402,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11914205,9068057,Census Tract 134.02,S,43296061,-77693740,,,,3406,34,9,23,0,4,18,45,1,2,0,0,23,3
G3600550013503,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013503,013503,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,16389328,458371,Census Tract 135.03,S,43283275,-77723102,,,,5212,70,16,86,0,3,20,34,1,1,0,0,10,7
G3600550013504,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013504,013504,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,15359662,0,Census Tract 135.04,S,43252112,-77716117,,,,8517,161,23,134,4,5,47,79,7,1,1,0,17,22
G3600550013505,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013505,013505,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2368238,0,Census Tract 135.05,S,43217812,-77704327,,,,3146,52,9,90,0,0,9,74,5,0,0,3,18,5
G3600550013506,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013506,013506,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,11222669,0,Census Tract 135.06,S,43227715,-77722387,,,,6967,355,15,181,0,2,74,155,6,4,1,0,60,16
G3600550013601,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013601,013601,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2379220,0,Census Tract 136.01,S,43241262,-77652722,,,,4459,138,2,62,0,0,53,70,4,0,0,0,50,14
G3600550013603,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013603,013603,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,7914176,0,Census Tract 136.03,S,43259945,-77675721,,,,4955,102,6,70,1,3,42,25,1,0,0,0,10,6
G3600550013604,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013604,013604,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4606650,0,Census Tract 136.04,S,43244862,-77672978,,,,4433,352,8,108,3,1,88,100,12,0,0,0,152,28
G3600550013701,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013701,013701,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1438987,0,Census Tract 137.01,S,43243712,-77632172,,,,2157,36,6,7,1,2,21,32,0,0,0,0,22,1
G3600550013702,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013702,013702,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2678479,0,Census Tract 137.02,S,43247929,-77639505,,,,3346,38,12,17,1,1,24,30,3,3,0,0,11,4
G3600550013800,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013800,013800,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2282913,0,Census Tract 138,S,43228612,-77637724,,,,5612,143,32,37,3,20,48,83,2,0,1,0,46,11
G3600550013901,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013901,013901,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2206313,0,Census Tract 139.01,S,43224662,-77648218,,,,3514,59,5,36,0,2,37,39,0,0,0,0,46,3
G3600550013902,2000,NY,1,2,New York,36,Monroe,055,,,,,0,013902,013902,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,1362675,0,Census Tract 139.02,S,43208562,-77650325,,,,3418,223,12,141,5,5,112,167,10,1,0,0,94,39
G3600550014001,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014001,014001,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4929503,0,Census Tract 140.01,S,43232312,-77673451,,,,4864,107,10,74,0,0,27,54,2,0,0,0,26,5
G3600550014003,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014003,014003,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2508077,0,Census Tract 140.03,S,43216262,-77685123,,,,4467,135,11,53,0,1,39,63,3,0,0,0,42,14
G3600550014004,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014004,014004,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3014472,0,Census Tract 140.04,S,43214912,-77667695,,,,3103,86,7,43,0,2,26,44,11,1,0,0,18,5
G3600550014102,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014102,014102,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5207602,0,Census Tract 141.02,S,43198392,-77680836,,,,3586,105,8,72,1,4,38,65,5,0,0,0,25,6
G3600550014103,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014103,014103,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4301326,0,Census Tract 141.03,S,43203962,-77713029,,,,4320,117,2,63,0,6,29,42,4,0,0,0,31,12
G3600550014104,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014104,014104,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,16225805,229456,Census Tract 141.04,S,43189674,-77713533,,,,3321,106,10,43,2,2,19,54,3,0,0,0,19,11
